Brand,HotelFeatures,HotelAttributes,KidsServices,Price,altID,obsID,qID,respID
Marriott,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 220,2,1439,9,131
Marriott,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 195,1,1440,10,131
Hilton,Pool,Complimentary breakfast,Kids eat free,AU 220,2,1440,10,131
Intercontinental,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 220,1,1441,11,131
Marriott,Large spacious rooms,Access to sports facilities,Kids Club,AU 245,2,1441,11,131
Marriott,Pool,Complimentary breakfast,Kids Club,AU 270,1,1442,1,132
Hilton,Central or desirable location,Variety of restaurants,Playground or Kids only play areas,AU 295,2,1442,1,132
Novotel,Family activities located nearby,All inclusive,Kids Club,AU 245,1,1443,2,132
Intercontinental,Pool,Complimentary breakfast,Playground or Kids only play areas,AU 270,2,1443,2,132
Hilton,Family activities located nearby,Access to sports facilities,Kids Club,AU 195,1,1444,3,132
DoubleTree,Pool,Babysitting service,Playground or Kids only play areas,AU 220,2,1444,3,132
Marriott,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 220,1,1445,4,132
Hilton,Large spacious rooms,Access to sports facilities,Kids themed rooms,AU 245,2,1445,4,132
Novotel,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 220,1,1446,5,132
Intercontinental,Family activities located nearby,All inclusive,Kids eat free,AU 245,2,1446,5,132
Hilton,Connected room guaranteed,Access to sports facilities,Kids themed rooms,AU 295,1,1447,6,132
DoubleTree,Large spacious rooms,Babysitting service,Kids activities planned by hotel staff,AU 195,2,1447,6,132
DoubleTree,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 270,1,1448,7,132
Novotel,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 295,2,1448,7,132
Marriott,Central or desirable location,Variety of restaurants,Kids eat free,AU 245,1,1449,8,132
Hilton,Connected room guaranteed,Access to sports facilities,Kids themed rooms,AU 270,2,1449,8,132
DoubleTree,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 245,1,1450,9,132
Novotel,Central or desirable location,Babysitting service,Kids Club,AU 270,2,1450,9,132
Novotel,Pool,Complimentary breakfast,Kids themed rooms,AU 195,1,1451,10,132
Intercontinental,Central or desirable location,Variety of restaurants,Kids activities planned by hotel staff,AU 220,2,1451,10,132
DoubleTree,Connected room guaranteed,Variety of restaurants,Kids Club,AU 245,1,1452,11,132
Novotel,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 270,2,1452,11,132
DoubleTree,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 195,1,1453,1,133
Novotel,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 220,2,1453,1,133
Intercontinental,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 270,1,1454,2,133
Marriott,Family activities located nearby,All inclusive,Kids eat free,AU 295,2,1454,2,133
Marriott,Connected room guaranteed,Access to sports facilities,Kids Club,AU 195,1,1455,3,133
Hilton,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 220,2,1455,3,133
DoubleTree,Large spacious rooms,Complimentary breakfast,Kids Club,AU 245,1,1456,4,133
Novotel,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 270,2,1456,4,133
Novotel,Central or desirable location,Variety of restaurants,Kids activities planned by hotel staff,AU 245,1,1457,5,133
Intercontinental,Connected room guaranteed,Access to sports facilities,Kids Club,AU 270,2,1457,5,133
Marriott,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 270,1,1458,6,133
Hilton,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 295,2,1458,6,133
Marriott,Large spacious rooms,Babysitting service,Kids eat free,AU 270,1,1459,7,133
Hilton,Family activities located nearby,All inclusive,Kids themed rooms,AU 295,2,1459,7,133
Marriott,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 245,1,1460,8,133
Hilton,Large spacious rooms,Access to sports facilities,Kids themed rooms,AU 270,2,1460,8,133
Novotel,Pool,All inclusive,Kids themed rooms,AU 270,1,1461,9,133
Intercontinental,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,2,1461,9,133
Hilton,Central or desirable location,Babysitting service,Kids themed rooms,AU 270,1,1462,10,133
DoubleTree,Connected room guaranteed,All inclusive,Kids activities planned by hotel staff,AU 295,2,1462,10,133
Hilton,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 270,1,1463,11,133
DoubleTree,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 295,2,1463,11,133
Hilton,Family activities located nearby,All inclusive,Kids eat free,AU 270,1,1464,1,134
DoubleTree,Pool,Complimentary breakfast,Kids themed rooms,AU 295,2,1464,1,134
Intercontinental,Family activities located nearby,Access to sports facilities,Kids activities planned by hotel staff,AU 270,1,1465,2,134
Marriott,Pool,Babysitting service,Kids Club,AU 295,2,1465,2,134
Novotel,Connected room guaranteed,Babysitting service,Playground or Kids only play areas,AU 295,1,1466,3,134
Intercontinental,Large spacious rooms,All inclusive,Kids eat free,AU 195,2,1466,3,134
Hilton,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 295,1,1467,4,134
DoubleTree,Family activities located nearby,All inclusive,Kids eat free,AU 195,2,1467,4,134
Hilton,Large spacious rooms,Babysitting service,Kids Club,AU 220,1,1468,5,134
DoubleTree,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 245,2,1468,5,134
Marriott,Large spacious rooms,Babysitting service,Kids Club,AU 195,1,1469,6,134
Hilton,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 220,2,1469,6,134
Novotel,Pool,All inclusive,Playground or Kids only play areas,AU 270,1,1470,7,134
Intercontinental,Central or desirable location,Complimentary breakfast,Kids eat free,AU 295,2,1470,7,134
Intercontinental,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 220,1,1471,8,134
Marriott,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 245,2,1471,8,134
Novotel,Central or desirable location,Variety of restaurants,Kids activities planned by hotel staff,AU 220,1,1472,9,134
Intercontinental,Connected room guaranteed,Access to sports facilities,Kids Club,AU 245,2,1472,9,134
Intercontinental,Pool,All inclusive,Kids activities planned by hotel staff,AU 245,1,1473,10,134
Marriott,Central or desirable location,Complimentary breakfast,Kids Club,AU 270,2,1473,10,134
Hilton,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,1,1474,11,134
DoubleTree,Central or desirable location,Variety of restaurants,Kids Club,AU 195,2,1474,11,134
Hilton,Central or desirable location,Variety of restaurants,Playground or Kids only play areas,AU 270,1,1475,1,135
DoubleTree,Connected room guaranteed,Access to sports facilities,Kids eat free,AU 295,2,1475,1,135
Novotel,Family activities located nearby,Variety of restaurants,Kids Club,AU 195,1,1476,2,135
Intercontinental,Pool,Access to sports facilities,Playground or Kids only play areas,AU 220,2,1476,2,135
Marriott,Family activities located nearby,Access to sports facilities,Kids eat free,AU 245,1,1477,3,135
Hilton,Pool,Babysitting service,Kids themed rooms,AU 270,2,1477,3,135
Hilton,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,1,1478,4,135
DoubleTree,Pool,Variety of restaurants,Kids Club,AU 245,2,1478,4,135
DoubleTree,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 195,1,1479,5,135
Novotel,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 220,2,1479,5,135
Hilton,Pool,Access to sports facilities,Kids eat free,AU 195,1,1480,6,135
DoubleTree,Central or desirable location,Babysitting service,Kids themed rooms,AU 220,2,1480,6,135
Novotel,Pool,Access to sports facilities,Kids eat free,AU 245,1,1481,7,135
Intercontinental,Central or desirable location,Babysitting service,Kids themed rooms,AU 270,2,1481,7,135
Novotel,Pool,Babysitting service,Playground or Kids only play areas,AU 245,1,1482,8,135
Intercontinental,Central or desirable location,All inclusive,Kids eat free,AU 270,2,1482,8,135
Hilton,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 195,1,1483,9,135
DoubleTree,Large spacious rooms,Access to sports facilities,Kids Club,AU 220,2,1483,9,135
DoubleTree,Large spacious rooms,All inclusive,Kids Club,AU 245,1,1484,10,135
Novotel,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 270,2,1484,10,135
Hilton,Large spacious rooms,Babysitting service,Kids themed rooms,AU 245,1,1485,11,135
DoubleTree,Family activities located nearby,All inclusive,Kids activities planned by hotel staff,AU 270,2,1485,11,135
DoubleTree,Large spacious rooms,Babysitting service,Kids eat free,AU 245,1,1486,1,136
Novotel,Family activities located nearby,All inclusive,Kids themed rooms,AU 270,2,1486,1,136
Hilton,Connected room guaranteed,Access to sports facilities,Kids Club,AU 195,1,1487,2,136
DoubleTree,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 220,2,1487,2,136
Marriott,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 270,1,1488,3,136
Hilton,Central or desirable location,Variety of restaurants,Kids Club,AU 295,2,1488,3,136
Novotel,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 295,1,1489,4,136
Intercontinental,Central or desirable location,Babysitting service,Kids Club,AU 195,2,1489,4,136
Hilton,Central or desirable location,Complimentary breakfast,Kids Club,AU 220,1,1490,5,136
DoubleTree,Connected room guaranteed,Variety of restaurants,Playground or Kids only play areas,AU 245,2,1490,5,136
DoubleTree,Family activities located nearby,Complimentary breakfast,Kids Club,AU 245,1,1491,6,136
Novotel,Pool,Variety of restaurants,Playground or Kids only play areas,AU 270,2,1491,6,136
Marriott,Central or desirable location,All inclusive,Kids themed rooms,AU 220,1,1492,7,136
Hilton,Connected room guaranteed,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,2,1492,7,136
Marriott,Pool,All inclusive,Kids activities planned by hotel staff,AU 270,1,1493,8,136
Hilton,Central or desirable location,Complimentary breakfast,Kids Club,AU 295,2,1493,8,136
Marriott,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 220,1,1494,9,136
Hilton,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 245,2,1494,9,136
Hilton,Family activities located nearby,Complimentary breakfast,Kids Club,AU 195,1,1495,10,136
DoubleTree,Pool,Variety of restaurants,Playground or Kids only play areas,AU 220,2,1495,10,136
Marriott,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 270,1,1496,11,136
Hilton,Connected room guaranteed,Variety of restaurants,Kids Club,AU 295,2,1496,11,136
Novotel,Large spacious rooms,Access to sports facilities,Kids Club,AU 220,1,1497,1,137
Intercontinental,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 245,2,1497,1,137
DoubleTree,Family activities located nearby,Babysitting service,Kids Club,AU 220,1,1498,2,137
Novotel,Pool,All inclusive,Playground or Kids only play areas,AU 245,2,1498,2,137
Marriott,Pool,Access to sports facilities,Playground or Kids only play areas,AU 220,1,1499,3,137
Hilton,Central or desirable location,Babysitting service,Kids eat free,AU 245,2,1499,3,137
Marriott,Pool,Complimentary breakfast,Kids themed rooms,AU 220,1,1500,4,137
Hilton,Central or desirable location,Variety of restaurants,Kids activities planned by hotel staff,AU 245,2,1500,4,137
Novotel,Central or desirable location,Variety of restaurants,Playground or Kids only play areas,AU 295,1,1501,5,137
Intercontinental,Connected room guaranteed,Access to sports facilities,Kids eat free,AU 195,2,1501,5,137
DoubleTree,Pool,Access to sports facilities,Kids Club,AU 220,1,1502,6,137
Novotel,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 245,2,1502,6,137
Hilton,Central or desirable location,All inclusive,Kids themed rooms,AU 245,1,1503,7,137
DoubleTree,Connected room guaranteed,Complimentary breakfast,Kids activities planned by hotel staff,AU 270,2,1503,7,137
Marriott,Family activities located nearby,Variety of restaurants,Kids activities planned by hotel staff,AU 195,1,1504,8,137
Hilton,Pool,Access to sports facilities,Kids Club,AU 220,2,1504,8,137
DoubleTree,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 245,1,1505,9,137
Novotel,Family activities located nearby,Complimentary breakfast,Kids Club,AU 270,2,1505,9,137
Hilton,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 245,1,1506,10,137
DoubleTree,Connected room guaranteed,Babysitting service,Kids eat free,AU 270,2,1506,10,137
Intercontinental,Connected room guaranteed,Complimentary breakfast,Playground or Kids only play areas,AU 220,1,1507,11,137
Marriott,Large spacious rooms,Variety of restaurants,Kids eat free,AU 245,2,1507,11,137
Marriott,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 295,1,1508,1,138
Hilton,Connected room guaranteed,All inclusive,Kids eat free,AU 195,2,1508,1,138
DoubleTree,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,1,1509,2,138
Novotel,Connected room guaranteed,Variety of restaurants,Kids Club,AU 270,2,1509,2,138
Novotel,Large spacious rooms,Access to sports facilities,Kids eat free,AU 195,1,1510,3,138
Intercontinental,Family activities located nearby,Babysitting service,Kids themed rooms,AU 220,2,1510,3,138
Marriott,Pool,Access to sports facilities,Kids themed rooms,AU 195,1,1511,4,138
Hilton,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 220,2,1511,4,138
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids themed rooms,AU 245,1,1512,5,138
Marriott,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 270,2,1512,5,138
Hilton,Family activities located nearby,Variety of restaurants,Kids eat free,AU 295,1,1513,6,138
DoubleTree,Pool,Access to sports facilities,Kids themed rooms,AU 195,2,1513,6,138
